"CODI","DENOMINACIÓ GENÈRICA","NOM","CORREU ELECTRÒNIC 1","CORREU ELECTRÒNIC 2","PÀGINA WEB","TITULAR","NIF","LOCALITAT","MUNICIPI","ADREÇA","CP","ILLA","TELEF1"
"07007784","CEIP","SANT DOMINGO","ceipsantdomingo@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0768064H","ES LLOMBARDS","SANTANYÍ","C/ SANT DOMINGO, S/N","07690","MALLORCA","971163143"
"07001186","CEIP","SANT FERRAN DE SES ROQUES","ceipsantferran@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718133B","SANT FERRAN DE SES ROQUES","FORMENTERA","C/ DE LA MESTRA MARIA MAYANS FERRER, S/N","07871","FORMENTERA","971328700"
"07004825","CEIP","SANT JORDI_EIVISSA","ceipsantjordi.eivissa@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718196I","SANT JORDI DE SES SALINES","SANT JOSEP DE SA TALAIA","CTRA. DE L'AEROPORT, S/N","07817","EIVISSA","971395167"
"07004102","CEIP","SANT JORDI_MALLORCA","ceipsantjordi.mallorca@educaib.eu","","http://www.ceipdesantjordi.blogspot.com/","CONSELLERIA D'EDUCACIÓ","S0718084G","SANT JORDI","PALMA","PLAÇA DEL BISBE PLANAS, S/N","07199","MALLORCA","971742286"
"07005064","CEIP","SANT LLUIS","ceipsantlluis@educaib.eu","ceipsantlluis@ceipsantlluis.com","http://sites.google.com/site/cpsantlluis/","CONSELLERIA D'EDUCACIÓ","S0718096A","SANT LLUÍS","SANT LLUÍS","CARRER D'ALLEMAND, 122","07710","MENORCA","971151006"
"07006706","CEIP","SANT MATEU DE BAIX","ceipsantmateudebaix@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700004E","SANT MATEU D'ALBARCA","SANT ANTONI DE PORTMANY","CTRA. SANTA GERTRUDIS, KM. 6","07816","EIVISSA","971805022"
"07006329","CEIP","SANT MIQUEL","ceipsantmiquel@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0768274C","SON CARRIÓ","SANT LLORENÇ DES CARDASSAR","C/ DE S'ESTACIÓ, 8","07540","MALLORCA","971569155"
"07004710","CEIP","SANT RAFEL","ceipsantrafel@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718075E","SANT RAFEL DE SA CREU","SANT ANTONI DE PORTMANY","C/ TONI DES POU NÚM. 7","07816","EIVISSA","971198062"
"07004734","CEIP","SANTA AGNES DE CORONA","ceipsantaagnes@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718101I","SANTA AGNÈS","SANT ANTONI DE PORTMANY","CTRA. CORONA, KM. 11,5","07828","EIVISSA","971805021"
"07002956","CEIP","SANTA CATALINA","ceipsantacatalina@educaib.eu","","http://www.cpsantacatalina.com","CONSELLERIA D'EDUCACIÓ","S0718053B","PALMA","PALMA","C/ CARO, 36","07013","MALLORCA","971731801"
"07007322","CEIP","SANTA EULARIA","ceipsantaeularia@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718035I","SANTA EULÀRIA DES RIU","SANTA EULÀRIA DES RIU","C/ VENDA DES COLOMS, 7","07840","EIVISSA","971331201"
"07005234","CEIP","SANTA GERTRUDIS","ceipsantagertrudis@educaib.eu","","http://www.eivissaweb.net/cpsgertrudis","CONSELLERIA D'EDUCACIÓ","S0718195A","SANTA GERTRUDIS","SANTA EULÀRIA DES RIU","CTRA. DE SANT MIQUEL, KM 10","07814","EIVISSA","971197029"
"07002853","CEIP","SANTA ISABEL","ceipsantaisabel@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718120I","PALMA","PALMA","PLAÇA DE SANTA ELISABETH, 1","07005","MALLORCA","971273697"
"07006937","CEIP","SANTA MARIA DEL MAR","ceipsantamariadelmar@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0768219H","CALA D'OR","SANTANYÍ","C/ SANT ANTONI, S/N","07660","MALLORCA","971659514"
"07000251","CEIP","SES BASSETES","ceipsesbassetes@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0768007G","PORT D'ANDRATX","ANDRATX","C/ LLAÜT S/N","07157","MALLORCA","971671657"
"07013221","CEIP","SES CASES NOVES","ceipsescasesnoves@educaib.eu","","http://www.mallorcaweb.net/cpsescasesnoves","CONSELLERIA D'EDUCACIÓ","S0700063A","ES PONT D'INCA","MARRATXÍ","C/ JOAN PONS I MARQUÉS, S/N","07141","MALLORCA","971608180"
"07002257","CEIP","SES COMES","ceipsescomes@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0768213A","PORTO CRISTO","MANACOR","C/ CARAVEL·LES, 44","07680","MALLORCA","971820790"
"07005601","CEIP","SES MARJADES","ceipsesmarjades@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0768068I","SÓLLER","SÓLLER","CAMÍ DE SES MARJADES, S/N- Adreça provisional 2017/18:  C/ Joan Marquès Arbona, 9","07100","MALLORCA","971633885"
"07015537","CEIP","SES PLANES","ceipsesplanes@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0700704J","SANT AGUSTÍ DES VEDRÀ","SANT JOSEP DE SA TALAIA","C/ SANT AGUSTÍ, S/N","07839","EIVISSA","971800650"
"07000509","CEIP","SES QUARTERADES","ceipsesquarterades@educaib.eu","","http://www.mallorcaweb.net/cpsesquarterades","CONSELLERIA D'EDUCACIÓ","S0718085D","CALVIÀ","CALVIÀ","C/ SES QUARTERADES, S/N","07184","MALLORCA","971670275"
"07006573","CEIP","SES ROQUES","ceipsesroques@educaib.eu","","http://c07006573.eduwebs.caib.es","CONSELLERIA D'EDUCACIÓ","S0718082A","CAIMARI","SELVA","C/ DE SES ESCOLES, NÚM. 2- 4","07314","MALLORCA","971515653"
"07007516","CEIP","SES ROTES VELLES","ceipsesrotesvelles@educaib.eu","escola@ceipsesrotesvelles.com","http://www.ceipsesrotesvelles.com","CONSELLERIA D'EDUCACIÓ","S0718103E","SANTA PONÇA","CALVIÀ","C/ SIL, 21","07180","MALLORCA","971691650"
"07005490","CEIP","SES SALINES","ceipsessalines@educaib.eu","","http://www.cpsessalines.cat","CONSELLERIA D'EDUCACIÓ","S0768132C","SES SALINES","SES SALINES","C/ LA PAU, S/N","07640","MALLORCA","971649172"
"07006861","CEIP","SON ANGLADA","ceipsonanglada@educaib.eu","","http://www.ceipsonanglada.org","CONSELLERIA D'EDUCACIÓ","S0718067B","SA VILETA","PALMA","C/ REVEREND GABRIEL BESTARD, 38","07011","MALLORCA","971790016"
"07013334","CEIP","SON BASCA","ceipsonbasca@educaib.eu","","http://sonbasca.blogspot.com/","CONSELLERIA D'EDUCACIÓ","Q0700520J","SA POBLA","SA POBLA","C/ DEL MESTRE ARABÍ, 18","07420","MALLORCA","971862344"
"07012998","CEIP","SON CALIU","ceipsoncaliu@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0700481E","PALMANOVA","CALVIÀ","C/ SARAGOSSA, NÚM 6","07181","MALLORCA","971134798"
"07002968","CEIP","SON CANALS","ceipsoncanals@educaib.eu","","http://www.cpsoncanals.com","CONSELLERIA D'EDUCACIÓ","S0718068J","PALMA","PALMA","C/ BISBE CABANELLES, 25","07005","MALLORCA","971277786"
"07007267","CEIP","SON FERRER","ceipsonferrer@educaib.eu","","http://www.ceipsonferrer.com","CONSELLERIA D'EDUCACIÓ","S0718052D","SON FERRER","CALVIÀ","C/ OCELL DEL PARADÍS, 113","07181","MALLORCA","971230017"
"07002683","CEIP","SON FERRIOL","ceipsonferriol@educaib.eu","","http://www.cpsonferriol.cat","CONSELLERIA D'EDUCACIÓ","S0718066D","SA CREU VERMELLA","PALMA","C/MARGALIDA MONLAU, 59","07198","MALLORCA","971427903"
"07004862","CEIP","SON JUNY","ceipsonjuny@educaib.eu","","http://escolasonjuny.cat","CONSELLERIA D'EDUCACIÓ","S0768124J","SANT JOAN","SANT JOAN","PASSEIG DE JOAN MAS I MATAS, S/N","07240","MALLORCA","971526251"
"07006007","CEIP","SON OLIVA","ceipsonoliva@educaib.eu","","http://www.cpsonoliva.com","CONSELLERIA D'EDUCACIÓ","S0718092J","PALMA","PALMA","C/ TOMÁS LUÍS DE VICTORIA, 9","07004","MALLORCA","971292739"
"07013401","CEIP","SON PISA","ceipsonpisa@educaib.eu","","http://c07013401.eduwebs.caib.es","CONSELLERIA D'EDUCACIÓ","S0718017G","PALMA","PALMA","C/VICENÇ JOAN ROSSELLÓ, NÚM 63 _C/ FELIX ESCOBAR, NÚM. 3","07013","MALLORCA","971730522"
"07012895","CEIP","SON RULLAN","ceipsonrullan@educaib.eu","","http://cpsonrullan.blogspot.com","CONSELLERIA EDUCACIO/MINISTERI DE DEFENSA","Q0768039J","PALMA","PALMA","C/ PAVELLONS SON RULLAN, S/N","07009","MALLORCA","971472202"
"07007000","CEIP","SON VERI_S'Arenal","ceipsonveri@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718138A","S'ARENAL","LLUCMAJOR","C/ DRAGONERA, 17","07600","MALLORCA","971442470"
"07008031","CEIP","TALAIOT","ceiptalaiot@educaib.eu","","http://www.cptalaiot.org","CONSELLERIA D'EDUCACIÓ","S0768293C","S'ILLOT","MANACOR","C/ DE L'ANFÓS, S/N","07687","MALLORCA","971811082"
"07006160","CEIP","TORRES DE BALAFIA","ceiptorresdebalafia@educaib.eu","","http://sites.google.com/site/escolatorresdebalafia","CONSELLERIA D'EDUCACIÓ","S0718099E","SANT LLORENÇ DE BALÀFIA","SANT JOAN DE LABRITJA","C/ SANT LLORENÇ, 3","07812","EIVISSA","971325032"
"07001861","CEIP","TRAMUNTANA","ceiptramuntana@educaib.eu","","http://cptramuntana.blogspot.com","CONSELLERIA D'EDUCACIÓ","S0718146D","MAÓ","MAÓ","CTRA. DE FAVÀRITX, S/N APARTAT 800","07409","MENORCA","971188214"
"07007887","CEIP","TRESORER CLADERA","ceiptresorercladera@educaib.eu","","http://ceiptresorercladera.blogspot.com.es","CONSELLERIA D'EDUCACIÓ","Q0768281H","SA POBLA","SA POBLA","C/ MERCAT, 63","07420","MALLORCA","971862086"
"07013395","CEIP","URBANITZACIONS DE LLUCMAJOR","ceipurbanitzacionsdellucmajor@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700065F","URBANITZACIÓ PUIG DE ROS","LLUCMAJOR","C/ TORD, 40","07609","MALLORCA","971785353"
"07004631","CEIP","VARA DE REY","ceipvaraderey@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718109B","SANT ANTONI DE PORTMANY","SANT ANTONI DE PORTMANY","C/ VARA DE REY, 32","07820","EIVISSA","971342021"
"07013206","CEIP","VENDA D ARABI","ceipvendadarabi@educaib.eu","","http://www.ceipvendadarabi.es/","CONSELLERIA D'EDUCACIÓ","S0700055G","SANTA EULÀRIA DES RIU","SANTA EULÀRIA DES RIU","C/ RAFAEL SAINZ DE LA CUESTA, S/N","07840","EIVISSA","971332829"
"07002981","CEIP","VERGE DE LLUC","ceipvergedelluc@educaib.eu","","http://ceipvergedelluc.blogspot.com.es/","CONSELLERIA D'EDUCACIÓ","S0718072B","PALMA","PALMA","C/ GOYA, 1","07009","MALLORCA","971444533"
"07004564","CEIP","VIALFAS","ceipvialfas@educaib.eu","","http://www.ceipvialfas.com","CONSELLERIA D'EDUCACIÓ","S0718030J","SA POBLA","SA POBLA","C/ RENOU, 159","07420","MALLORCA","971540648"
"07005246","CEIP","VORA MAR","ceipvoramar@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0768237J","CAN PICAFORT","SANTA MARGALIDA","C/ BONA VISTA, 93","07458","MALLORCA","971850806"
"07000546","CEIP","XALOC","ceipxaloc@educaib.eu","","http://www.ceipxaloc.com","CONSELLERIA D'EDUCACIÓ","S0718051F","PEGUERA","CALVIÀ","C/  XALOC, 4","07160","MALLORCA","971687864"
"07002026","CEIPIEEM","SIMO BALLESTER","ceipieemsimoballester@educaib.eu","","http://simoballester.blogspot.com","CONSELLERIA D'EDUCACIÓ","S0768029A","MANACOR","MANACOR","AVINGUDA DES TREN, 20","07500","MALLORCA","971551935"
"07005945","CEIPIEEM","SON SERRA","ceipieemsonserra@educaib.eu","","http://www.ceipsonserra.org","CONSELLERIA D'EDUCACIÓ","S0718010B","SA VILETA","PALMA","C/ MARIBEL, 48","07013","MALLORCA","971798769"
"07003900","CEIPIESO","GABRIEL VALLSECA","ceipiesogabrielvallseca@educaib.eu","https:/ceipgabrielvallseca.net","","CONSELLERIA D'EDUCACIÓ","S0718167J","PALMA","PALMA","C/ MARE DE DÉU DE LA VICTÒRIA, 36","07008","MALLORCA","971243526"
"07006895","CEIPIESO","PINTOR JOAN MIRO","ceipiesopintorjoanmiro@educaib.eu","","http://ceippintorjoanmiro.blogspot.com","CONSELLERIA D'EDUCACIÓ","S0718039A","PALMA","PALMA","AV. DE MÈXIC, 3","07007","MALLORCA","971240869"
"07001575","CEIPIESO","PONENT","ceipponent@educaib.eu","","http://cpponent.net","CONSELLERIA D'EDUCACIÓ","Q0768027E","INCA","INCA","AV. DEL RAIGUER, S/N","07300","MALLORCA","971503964"
"07004311","CEIPIESO","SON QUINT","ceipiesosonquint@educaib.eu","","http://www.ceipsonquint.es","CONSELLERIA D'EDUCACIÓ","S0718049J","SA VILETA","PALMA","C/ CATALINA MARCH, 4","07013","MALLORCA","971792019"
"07016219","CEP","CENTRE DE FORMACIÓ, INNOVACIÓ I DESENVOLUPAMENT DE LA FORMACIÓ PROFESSIONAL DE LES ILLES BALEARS_CFINFP_IB","cfinfpib@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0700763F","PARC BIT","PALMA","C/ DE BLAISE PASCUAL, 3, BLOC B, LOCAL 8, EDIFICI NAORTE","07121","MALLORCA","971177773"
"07700027","CEP","CENTRE DE PROFESSORS D EIVISSA","cepeivissa@educaib.eu","","http:/cepeivissa.caib.es","CONSELLERIA D'EDUCACIÓ","S0718175C","EIVISSA","EIVISSA","VIA PÚNICA, 23","07800","EIVISSA","971300519"
"07700209","CEP","CENTRE DE PROFESSORS D INCA","cepinca@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718177I","INCA","INCA","C/ D'ANTONI TORRANDELL, 59","07300","MALLORCA","971507044"
"07700349","CEP","CENTRE DE PROFESSORS DE CALVIA","cepcalvia@educaib.eu","","http:/cepcalvia.caib.es","CONSELLERIA D'EDUCACIÓ","Q0700727A","SES ILLETES","CALVIÀ","PASSEIG D'ILLETES, 4, LOCAL 15-16","07181","MALLORCA","971594099"
"07700234","CEP","CENTRE DE PROFESSORS DE FORMENTERA","cepformentera@educaib.eu","","http:/cepformentera.caib.es","CONSELLERIA D'EDUCACIÓ","S0700092J","SANT FRANCESC","FORMENTERA","AV. PORTOSSALÉ, NUM. 87","07860","FORMENTERA","971322340"
"07700039","CEP","CENTRE DE PROFESSORS DE MANACOR","cepmanacor@educaib.eu","cepmanacor@cepmanacor.es","","CONSELLERIA D'EDUCACIÓ","S0718179E","MANACOR","MANACOR","C/ CAMÍ DE BENDRÍS, S/N","07500","MALLORCA","971555912"
"07700015","CEP","CENTRE DE PROFESSORS DE MENORCA","cepmenorca@educaib.eu","cepdemenorca@cepdemenorca.cat","http://cepmenorca.caib.es","CONSELLERIA D'EDUCACIÓ","S0718002I","CIUTADELLA","CIUTADELLA","C/ MALLORCA, 67","07760","MENORCA","971384408"
"07700040","CEP","CENTRE DE PROFESSORS DE PALMA, JAUME CAÑELLAS MUT","ceppalma@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718181A","PALMA","PALMA","C/ GREGORIO MARAÑON, S/N","07007","MALLORCA","971420748"
"07700386","CEP","CENTRE DE PROFESSORS IBSTEAM","cepibsteam@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700134J","PALMA","PALMA","C/ GREGORIO MARAÑON, S/N","07007","MALLORCA","871002610"
"07008247","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  ALCÚDIA","cepaalcudia@educaib.eu","","http://www.cepaalcudia.com","CONSELLERIA D'EDUCACIÓ","S0718202E","ALCÚDIA","ALCÚDIA","C/ BENNASSAR, 8","07400","MALLORCA","971548488"
"07013279","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  AMANECER","cepaamanecer@educaib.eu","cepaamanecer1@gmail.com","","CONSELLERIA D'EDUCACIÓ","S0700135G","SON SARDINA","PALMA","CTRA. DE SÒLLER, KM, 3","07120","MALLORCA","971224200"
"07008171","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  ARTA","cepaarta@educaib.eu","cepaarta@gmail.com","www.cepaarta.cat","CONSELLERIA D'EDUCACIÓ","S0700087J","ARTÀ","ARTÀ","C/ PERE AMORÓS ESTEVA, 4","07570","MALLORCA","971829300"
"07008235","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  CALVIÀ","cepacalvia@educaib.eu","","http://www.cepacalvia.com","CONSELLERIA D'EDUCACIÓ","Q0768275J","MAGALUF","CALVIÀ","CTRA. SA PORRASSA, 6","07182","MALLORCA","971131350"
"07008223","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  CAMP RODÓ","cepacamprodo@educaib.eu","","http://www.cepacamprodo.cat","CONSELLERIA D'EDUCACIÓ","Q0768145E","PALMA","PALMA","C/ JOAN CAPÓ, S/N","07010","MALLORCA","971753158"
"07007668","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  CIUTADELLA","cepaciutadella@educaib.eu","","http://www.escolaadultsciutadella.es","CONSELLERIA D'EDUCACIÓ","Q0768017F","CIUTADELLA","CIUTADELLA","C/ MALLORCA , 67 1r A","07760","MENORCA","971386124"
"07007671","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  FRANCESC DE BORJA MOLL","cepafrancescdeborjamoll@educaib.eu","info@cepaborjamoll.com","http://www.ceaborjamoll.cat","CONSELLERIA D'EDUCACIÓ","Q0768026G","INCA","INCA","C/ LLORENÇ MARIA DURAN, 37","07300","MALLORCA","971880535"
"07007127","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  JOAN MIR I MIR","cepajoanmirimir@educaib.eu","","http://www.cepajoanmirimir.es","CONSELLERIA D'EDUCACIÓ","Q0768094E","MAÓ","MAÓ","C/ SANT JOAN, 10","07702","MENORCA","971364758"
"07007693","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  LA BALANGUERA","cepalabalanguera@educaib.eu","","http://roble.pntic.mec.es/~fgarci6/balanguera","CONSELLERIA D'EDUCACIÓ","Q0768118B","PALMA","PALMA","C/ RAMIRO DE MAEZTU, 2A","07013","MALLORCA","971730265"
"07007681","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  LLEVANT","cepallevant@educaib.eu","","http://www.ceallevant.com","CONSELLERIA D'EDUCACIÓ","Q0768089E","MANACOR","MANACOR","AV. ANTONI MAURA, 87","07500","MALLORCA","971844785"
"07008181","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  MANCOMUNITAT DES PLA","cepamancomunitatdespla@educaib.eu","","http://c07008181.eduwebs.caib.es/","CONSELLERIA D'EDUCACIÓ","G07970007","VILAFRANCA DE BONANY","VILAFRANCA DE BONANY","C/ ESCORXADOR, 2","07250","MALLORCA","971832144"
"07007115","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  PITIUSES","cepapitiuses@educaib.eu","","http://www.cepapitiuses.com/","CONSELLERIA D'EDUCACIÓ","Q0768083H","EIVISSA","EIVISSA","C/ CANÀRIES, 12","07800","EIVISSA","971305368"
"07013905","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  SA POBLA","cepasapobla@educaib.eu","cepasapobla@gmail.com","","CONSELLERIA D'EDUCACIÓ","S0700089F","SA POBLA","SA POBLA","C/ MESTRE ARABÍ, 15","07420","MALLORCA","971542705"
"07008211","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  SANT ANTONI","cepasantantoni@educaib.eu","cepasantantoni@gmail.com","http://www.cepasantantoni.es","CONSELLERIA D'EDUCACIÓ","Q0700589E","SANT ANTONI DE PORTMANY","SANT ANTONI DE PORTMANY","C/ DE L'ESTRELLA, 17 (CENTRE CULTURAL CERVANTES)","07820","EIVISSA","971348595"
"07001757","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  S'ARENAL","cepasarenal@educaib.eu","","http://www.cepaarenal.cat","CONSELLERIA D'EDUCACIÓ","Q0768262H","S'ARENAL","PALMA","C/ HISTORIADOR DIEGO ZAFORTEZA, 7","07600","MALLORCA","971263477"
"07006998","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  SON CANALS","cepasoncanals@educaib.eu","","http://www.cepasoncanals.cat","CONSELLERIA D'EDUCACIÓ","S0718003G","PALMA","PALMA","C/ SON CANALS, 10","07008","MALLORCA","971420305"
"07013899","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES  SUD","cepasud@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700088H","CAMPOS","CAMPOS","CAMÍ DES ROVELLAT, FINCA NA LLARGA","07630","MALLORCA","971651942"
"07000649","CEPA","CENTRE D'EDUCACIÓ PERSONES ADULTES ES RAIGUER","cepaesraiguer@educaib.eu","","http://www.cepamancomunitatdesraiguer.org","CONSELLERIA D'EDUCACIÓ","Q0700372F","BINISSALEM","BINISSALEM","C/ ESCOLA GRADUADA, 13","07350","MALLORCA","971512157"
"07015318","CEPA_A","AULA D' ADULTS D'ALAIOR_ADSCRITA CEPA JOAN MIR I MIR","auladalaior@educaib.eu","cepajoanmirimir@educaib.eu","","AJUNTAMENT D ALAIOR","NO GESTIO","ALAIOR","ALAIOR","C/ COLL DES PALMER, 4","07730","MENORCA","971364758"
"07001265","CEPA_A","AULA D' ADULTS D'ANDRATX_ADSCRITA CEPA CALVIA","cepacalvia@educaib.eu","cepacalvia@educaib.eu","","AJUNTAMENT D ANDRATX","NO GESTIO","ANDRATX","ANDRATX","C/ALEMANY, 3","07150","MALLORCA","971131350"
"07015392","CEPA_A","AULA D' ADULTS DE CAPDEPERA_ADSCRITA CEPA ARTA","cepaarta@gmail.com","cepaarta@gmail.com","","AJUNTAMENT DE CAPDEPERA","NO GESTIÓ","CAPDEPERA","CAPDEPERA","C/ DE LA MAR, S/N","07580","MALLORCA","971829300"
"07000625","CEPA_A","AULA D' ADULTS DE FELANITX_ADSCRITA CEPA SUD","aulafelanitx@educaib.eu","cepasud@educaib.eu","","AJUNTAMENT DE FELANITX","NO GESTIÓ","FELANITX","FELANITX","C/ SALAS, 1","07200","MALLORCA","971651942"
"07001046","CEPA_A","AULA D' ADULTS DE FERRERIES_ADSCRITA CEPA CIUTADELLA","cepaciutadella@educaib.eu","cepaciutadella@educaib.eu","","AJUNTAMENT DE FERRERIES","NO GESTIÓ","FERRERIES","FERRERIES","AV. SON MORERA, S/N","07750","MENORCA","971386124"
"07015367","CEPA_A","AULA D' ADULTS DE FORMENTERA_ADSCRITA CEPA PITIUSES","cepapitiuses@educaib.eu","cepapitiuses@educaib.eu","","AJUNTAMENT DE FORMENTERA","NO GESTIÓ","SANT FRANCESC","FORMENTERA","AVINGUDA PORTO SALER, S/N","07860","FORMENTERA","971305368"
"07015379","CEPA_A","AULA D' ADULTS DE MURO_ADSCRITA CEPA SA POBLA","cepasapobla@educaib.eu","cepasapobla@educaib.eu","","AJUNTAMENT DE MURO","NO GESTIÓ","MURO","MURO","C/ JOAN MASSANET, 51","07440","MALLORCA","971542705"
"07015343","CEPA_A","AULA D' ADULTS DE SANT LLUIS_ADSCRITA CEPAJOAN MIR I MIR","auladesantlluis@educaib.eu","cepajoanmirimir@educaib.eu","","AJUNTAMENT DE SANT LLUÍS","NO GESTIÓ","SANT LLUIS","SANT LLUÍS","C/ ALLEMAND, 122 (CEIP SANT LLUÍS)","07710","MENORCA","971364758"
"07008201","CEPA_A","AULA D' ADULTS DE SANTA EULÀRIA_ADSCRITA CEPA PITIUSES","aulasantaeularia@educaib.eu","cepapitiuses@educaib.eu","","AJUNTAMENT DE SANTA EULÀRIA DES RIU","NO GESTIÓ","SANTA EULÀRIA DES RIU","SANTA EULÀRIA DES RIU","C/ SANT JOSEP, 71","07840","EIVISSA","971305368"
"07013917","CEPA_A","AULA D' ADULTS DE SÓLLER_ADSCRITA al CEPA CAMP RODO","cepacamprodo@educaib.eu","cepacamprodo@educaib.eu","","AJUNTAMENT DE SÓLLER","NO GESTIÓ","SÓLLER","SÓLLER","C/ VICTÒRIA, S/N","07100","MALLORCA","971634256"
"07008168","CEPA_A","AULA D' ADULTS DE SON SERVERA_ADSCRITA CEPA ARTA","cepaarta@gmail.com","cepaarta@gmail.com","","AJUNTAMENT DE SON SERVERA","NO GESTIÓ","SON SERVERA","SON SERVERA","C/ SANT ANTONI, 23","07550","MALLORCA","971829300"
"07014168","CEPA_A","AULA D' ADULTS DEL CENTRE PENITENCIARI DE MAÓ_ADSCRITA CEPA JOAN MIR I MIR","aulamao_centrepenitenciari@educaib.eu","cepajoanmirimir@educaib.eu","","AJUNTAMENT DE MAÓ","NO GESTIÓ","MAÓ","MAÓ","CTRA. DE MAÓ- SANT LLUÍS, KM 3","07703","MENORCA","971356200"
"07015483","CEPA_A","AULA D' ADULTS DEL CENTRE PENITENCIARI D'EIVISSA_ADSCRITA CEPA PITIUSES","aulaeivissa_centrepenitenciari@educaib.eu","cepapitiuses@educaib.eu","","AJUNTAMENT D'EIVISSA","NO GESTIÓ","SANT JORDI DE SES SALINES","SANT JOSEP DE SA TALAIA"," BARRIO CAN FITA,  S/N","07800","EIVISSA","971300864"
"07015331","CEPA_A","AULA D' ADULTS D'ES CASTELL_ADSCRITA CEPA JOAN MIR I MIR","cepajoanmirimir@educaib.eu","cepajoanmirimir@educaib.eu","","AJUNTAMENT D'ES CASTELL","NO GESTIÓ","ES CASTELL","ES CASTELL","CAMÍ DE BINIATAP,S/N (CEIP ANGEL RUIZ I PABLO)","07720","MENORCA","971364758"
"07015321","CEPA_A","AULA D' ADULTS D'ES MERCADAL_ADSCRITA CEPACIUTADELLA","cepaciutadella@educaib.eu","cepaciutadella@educaib.eu","","AJUNTAMENT DES MERCADAL","NO GESTIÓ","ES MERCADAL","ES MERCADAL","RONDA DE SES COSTES, S/N","07740","MENORCA","971386124"
"07015355","CEPA_A","AULA D' ADULTS D'ES MIGJORN GRAN_ADSCRITA CEPA CIUTADELLA","cepaciutadella@educaib.eu","cepaciutadella@educaib.eu","","AJUNTAMENT D'ES MIGJORN GRAN","NO GESTIÓ","ES MIGJORN GRAN","ES MIGJORN GRAN","CAMÍ DE SA MALAGARBA, S/N","07749","MENORCA","971386124"
"07007942","CEPIESO","AURORA PICORNELL","cpiesoaurorapicornell@educaib.eu","","http://www.iesaurorapicornell.net","CONSELLERIA D'EDUCACIÓ","Q0768273E","PALMA","PALMA","C/ AMER, 46","07007","MALLORCA","971420029"
"07014922","CIFP","CIFP CAN MARINES","cifpcanmarines@educaib.eu","cifpcanmarines@gmail.com","www.cifpcanmarines.es","CONSELLERIA D'EDUCACIÓ/CONSELL INSULAR D'EIVISSA","Q0700691I","VENDA D'ARABÍ DE BAIX","SANTA EULÀRIA DES RIU","CTRA. DE SANT CARLES, KM. 8","07840","EIVISSA","971339106"
"07015884","CIFP","CIFP FRANCESC DE BORJA MOLL","cifpfrancescdeborjamoll@educaib.eu","","www.cifpfbmoll.eu","CONSELLERIA D'EDUCACIÓ","S0718140G","POLÍGON DE LLEVANT","PALMA","C/ CARACAS, 6","07007","MALLORCA","971278150"
